white,black,result,time,illegal_move,moves,fen,white_elo,black_elo,eval
stockfish,gpt-3.5-turbo-instruct,1,65.08506797099994,No valid suggestions: |,"['d2d4', 'g8f6', 'g2g3', 'g7g6', 'c2c3', 'f8g7', 'a2a4', 'e8g8', 'f1g2', 'c7c5', 'd4c5', 'b8c6', 'g1f3', 'b7b6', 'c5b6', 'a7b6', 'b1a3', 'c8b7', 'a3b5', 'd7d6', 'e1g1', 'a8a5', 'c1g5', 'f6e4', 'h2h4', 'a5a8', 'd1c2', 'e4c5', 'f1d1', 'c6a5', 'b5d6']",r2q1rk1/1b2ppbp/1p1N2p1/n1n3B1/P6P/2P2NP1/1PQ1PPB1/R2R2K1 b - - 0 16,756.0,0,"{'type': 'cp', 'value': 443}"
stockfish,gpt-3.5-turbo-instruct,1,69.45829469499995,"No valid suggestions: ||","['d2d4', 'g8f6', 'g1f3', 'e7e6', 'c2c4', 'f8b4', 'b1c3', 'b7b6', 'c1d2', 'e8g8', 'e2e3', 'c8b7', 'f1e2', 'd7d6', 'd1c2', 'b8d7', 'e1g1', 'c7c5', 'a2a3', 'b4c3', 'b2c3', 'f6e4', 'd2e1', 'f7f5', 'f3d2', 'd8g5', 'd2e4', 'b7e4', 'c2e4', 'f5e4', 'a3a4', 'c5d4', 'h2h4', 'g5h4', 'c3d4', 'f8f6', 'a4a5', 'a8f8', 'g2g3', 'h4h3', 'a5b6', 'a7b6', 'e1b4']",5rk1/3n2pp/1p1ppr2/8/1BPPp3/4P1Pq/4BP2/R4RK1 b - - 1 22,756.0,0,"{'type': 'mate', 'value': -3}"
stockfish,gpt-3.5-turbo-instruct,1,45.710883130999946,No valid suggestions: | |,"['d2d4', 'g8f6', 'g1f3', 'g7g6', 'c2c4', 'f8g7', 'a2a3', 'e8g8', 'c1f4', 'd7d5', 'e2e3', 'd5c4', 'f1c4', 'c7c5', 'f4b8', 'a8b8', 'b1c3', 'c5d4', 'f3d4', 'e7e5', 'd4b5', 'd8d1', 'a1d1']",1rb2rk1/pp3pbp/5np1/1N2p3/2B5/P1N1P3/1P3PPP/3RK2R b K - 0 12,756.0,0,"{'type': 'cp', 'value': 20}"
stockfish,gpt-3.5-turbo-instruct,1,3.306341570000086,No valid suggestions: |1||1| {Opening is Micheal Bas,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,756.0,0,"{'type': 'cp', 'value': 20}"
gpt-3.5-turbo-instruct,stockfish,0,82.08299209200004,No valid suggestions: |,"['e2e4', 'd7d5', 'e4e5', 'b8c6', 'd2d4', 'c8f5', 'c2c3', 'f5b1', 'a1b1', 'a7a6', 'f1d3', 'd8d7', 'g1f3', 'e7e6', 'e1g1', 'g8e7', 'f3g5', 'h7h6', 'g5h3', 'c6a7', 'f2f4', 'c7c5', 'd4c5', 'e7f5', 'b2b4', 'g7g6', 'g2g4', 'h8g8', 'g1h1', 'a7b5', 'd3b5', 'a6b5', 'g4f5', 'f8c5', 'b4c5', 'e8d8', 'a2a4', 'a8a4', 'b1b4', 'g6f5', 'd1e2', 'd8c7', 'e2b5', 'a4b4', 'b5d7', 'c7d7', 'c3b4', 'g8a8']",r7/1p1k1p2/4p2p/2PpPp2/1P3P2/7N/7P/2B2R1K w - - 1 25,0,672.0,"{'type': 'cp', 'value': 589}"
stockfish,gpt-3.5-turbo-instruct,1,4.665694099999996,No valid suggestions: |1||1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,672.0,0,"{'type': 'cp', 'value': 14}"
gpt-3.5-turbo-instruct,stockfish,0,91.98923795600001,No valid suggestions: |,"['e2e4', 'e7e6', 'e4e5', 'b8c6', 'd2d4', 'd7d6', 'f2f4', 'd6e5', 'd4e5', 'd8d1', 'e1d1', 'g7g5', 'g1f3', 'h7h6', 'f1b5', 'g8e7', 'd1e2', 'c8d7', 'b5c6', 'd7c6', 'f4g5', 'c6b5', 'e2f2', 'h6g5', 'c1g5', 'e7f5', 'g5f6', 'f8c5', 'f2e1', 'h8h7', 'b1c3', 'b5c4', 'f6e7', 'c5e7', 'f3d2', 'h7h4', 'g2g3', 'h4d4', 'a1d1', 'a8d8', 'd2f3', 'd4d7', 'd1d7', 'd8d7', 'e1f2', 'e8d8', 'g3g4', 'e7c5', 'f2e1', 'f5e3']",3k4/pppr1p2/4p3/2b1P3/2b3P1/2N1nN2/PPP4P/4K2R w - - 3 26,0,672.0,"{'type': 'cp', 'value': -462}"
gpt-3.5-turbo-instruct,stockfish,0,93.52482011300003,No valid suggestions: ||30| ,"['e2e4', 'a7a6', 'd2d4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5a5', 'g1f3', 'c8g4', 'h2h3', 'g4d7', 'f1c4', 'b8c6', 'e1g1', 'e8c8', 'c1f4', 'f7f6', 'c4g8', 'h8g8', 'd4d5', 'e7e5', 'd5e6', 'd7e8', 'd1e2', 'f8e7', 'a1d1', 'd8d1', 'f1d1', 'a5f5', 'c3d5', 'e7d8', 'f4c7', 'd8c7', 'f3d4', 'f5e5', 'e2e5', 'c7e5', 'e6e7', 'e8d7', 'd5b6', 'c8c7', 'b6d7', 'c6d4', 'd1d4', 'e5d4', 'c2c3', 'd4f2', 'g1f2', 'c7d6', 'd7b6', 'g8e8', 'f2e3', 'e8e7', 'e3d4', 'e7e8']",4r3/1p4pp/pN1k1p2/8/3K4/2P4P/PP4P1/8 w - - 2 29,0,672.0,"{'type': 'cp', 'value': -496}"
gpt-3.5-turbo-instruct,stockfish,1.0,83.29741453399993,,"['e2e4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'a7a6', 'd2d4', 'h7h6', 'c2c3', 'g8f6', 'e4f6', 'g7f6', 'f1d3', 'h6h5', 'e1g1', 'h5h4', 'h2h3', 'f8d6', 'f1e1', 'b8c6', 'd4d5', 'c6a5', 'd5e6', 'c8e6', 'f3d4', 'e8d7', 'd3f5', 'd8g8', 'd4e6', 'f7e6', 'f5e6', 'g8e6', 'e1e6', 'd7e6', 'd1g4', 'f6f5', 'g4g6', 'e6e5', 'c1h6', 'h8g8', 'h6g7', 'e5e4', 'a1e1', 'e4d3', 'g6f5', 'd3d2', 'f5b1', 'g8g7', 'b1d1']",r7/1pp3r1/p2b4/n7/7p/2P4P/PP1k1PP1/3QR1K1 b - - 1 26,0,672.0,
gpt-3.5-turbo-instruct,stockfish,0,94.34062964100008,"No valid suggestions: ||6 6
 Nd7|22","['e2e4', 'g7g6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'c8f5', 'e4g3', 'f5c8', 'g1f3', 'f8h6', 'c1h6', 'g8h6', 'h2h4', 'c8g4', 'h4h5', 'd8d5', 'f1e2', 'b8d7', 'e1g1', 'e8c8', 'c2c4', 'd5d6', 'c4c5', 'd6f4', 'd1a4', 'c7c6', 'a4a7', 'g4f3', 'e2f3', 'g6h5', 'a7a8', 'd7b8', 'a8a5', 'h5h4', 'g3e4', 'd8d4', 'e4d6', 'e7d6', 'c5d6', 'h8g8']",1nk3r1/1p3p1p/2pP3n/Q7/3r1q1p/5B2/PP3PP1/R4RK1 w - - 1 22,0,636.0,"{'type': 'mate', 'value': 1}"
stockfish,gpt-3.5-turbo-instruct,1,58.895582063000006,No valid suggestions: |,"['d2d4', 'g8f6', 'e2e3', 'g7g6', 'f1e2', 'f8g7', 'a2a4', 'e8g8', 'g1f3', 'c7c5', 'h2h3', 'd7d6', 'd4c5', 'd6c5', 'b1d2', 'b8c6', 'a4a5', 'd8c7', 'a5a6', 'b7b6', 'e2b5', 'c8b7', 'a6b7', 'c7b7', 'c2c3']",r4rk1/pq2ppbp/1pn2np1/1Bp5/8/2P1PN1P/1P1N1PP1/R1BQK2R b KQ - 0 13,636.0,0,"{'type': 'cp', 'value': 375}"
stockfish,gpt-3.5-turbo-instruct,1,73.138730313,No valid suggestions: |,"['e2e3', 'e7e5', 'a2a3', 'd7d5', 'd2d3', 'g8f6', 'd3d4', 'b8d7', 'd4e5', 'd7e5', 'g1f3', 'e5f3', 'd1f3', 'c8g4', 'f3f4', 'f8d6', 'f4d4', 'e8g8', 'b1c3', 'c7c5', 'd4d2', 'd5d4', 'e3d4', 'f8e8', 'f1e2', 'c5d4', 'd2d4', 'd8e7', 'c1e3', 'g4e2', 'c3e2', 'a8d8', 'e1c1']",3rr1k1/pp2qppp/3b1n2/8/3Q4/P3B3/1PP1NPPP/2KR3R b - - 2 17,636.0,0,"{'type': 'cp', 'value': -38}"
gpt-3.5-turbo-instruct,stockfish,0,104.88531973299996,No valid suggestions: | || Qe4 1/,"['e2e4', 'e7e6', 'g1f3', 'g8f6', 'b1c3', 'f8e7', 'd2d4', 'd7d5', 'e4e5', 'f6d7', 'h2h4', 'c7c5', 'c1g5', 'a7a6', 'd4c5', 'd7c5', 'f3d4', 'e7g5', 'h4g5', 'b8c6', 'd4c6', 'b7c6', 'd1d4', 'c5d7', 'e1c1', 'd8g5', 'f2f4', 'c6c5', 'd4a4', 'g5d8', 'f1d3', 'c8b7', 'f4f5', 'd8g5', 'c1b1', 'c5c4', 'd3c4', 'g5f5', 'c4d3', 'f5e5', 'a4b4', 'b7c6', 'h1e1', 'e5g5', 'b4d6', 'a8c8', 'd3a6', 'e8d8', 'b2b4', 'c6b7', 'a6b7', 'g5g2', 'b7c8', 'd8c8', 'd6c6', 'c8d8', 'e1e6', 'g2f3', 'c6c7', 'd8c7', 'c3d5', 'f3d5']",7r/2kn1ppp/4R3/3q4/1P6/8/P1P5/1K1R4 w - - 0 32,0,636.0,"{'type': 'cp', 'value': -467}"
gpt-3.5-turbo-instruct,stockfish,0,71.40614368199999,No valid suggestions: | Rd1 Rhd8 || Qb4  Bishops,"['e2e4', 'a7a6', 'd2d4', 'c7c6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'd5c4', 'f1c4', 'g8f6', 'b1c3', 'e7e6', 'e1g1', 'b8c6', 'a2a3', 'h7h6', 'c1f4', 'b7b5', 'c4a2', 'c8b7', 'f1e1', 'f8d6', 'd4d5', 'c6e7', 'f4d6', 'e7d5', 'c3d5', 'b7d5', 'd1d5', 'f6d5', 'a2d5', 'd8d7', 'f3e5', 'e6d5', 'e5d7', 'e8d7', 'a1d1', 'd7d6']",r6r/5pp1/p2k3p/1p1p4/8/P7/1P3PPP/3RR1K1 w - - 0 21,0,636.0,"{'type': 'cp', 'value': -66}"
