white,black,result,time,illegal_move,moves,fen,white_elo,black_elo,eval
gpt-3.5-turbo-instruct,stockfish,1.0,41.44138067800009,,"['e2e4', 'a7a6', 'd2d4', 'd7d6', 'g1f3', 'g8f6', 'b1c3', 'g7g6', 'h2h3', 'f8g7', 'f1d3', 'c7c5', 'd4c5', 'd6d5', 'e4e5', 'f6e4', 'c3e4', 'd8a5', 'c2c3', 'c8f5', 'e1g1', 'd5e4', 'f3d4', 'b8c6', 'd4f5', 'e8g8', 'd3e4', 'g6f5', 'e4f5', 'a8d8', 'd1h5', 'h7h6', 'c1h6', 'e7e6', 'h5g5', 'e6f5', 'g5g7']",3r1rk1/1p3pQ1/p1n4B/q1P1Pp2/8/2P4P/PP3PP1/R4RK1 b - - 0 19,1125.0,1125.0,
gpt-3.5-turbo-instruct,stockfish,0,65.69913612899995,No valid suggestions: | Ne2 Rac8 24||23,"['d2d4', 'c7c6', 'g1f3', 'd7d5', 'e2e3', 'g8f6', 'f1d3', 'c8g4', 'c2c4', 'g7g6', 'h2h3', 'd8a5', 'b1c3', 'g4f3', 'd1f3', 'd5c4', 'd3c4', 'b8d7', 'e1g1', 'd7b6', 'c4b3', 'f8g7', 'c1d2', 'a5g5', 'a1d1', 'g5h4', 'f1e1', 'e7e6', 'e3e4', 'e8g8', 'd4d5', 'c6d5', 'e4d5', 'e6d5', 'c3d5', 'b6d5', 'b3d5', 'f6d5', 'f3d5', 'b7b6', 'd5b3', 'f8d8', 'b3b5', 'h7h6']",r2r2k1/p4pb1/1p4pp/1Q6/7q/7P/PP1B1PP1/3RR1K1 w - - 0 23,1150.0,1150.0,"{'type': 'cp', 'value': 10}"
stockfish,gpt-3.5-turbo-instruct,1,71.00080755399995,No valid suggestions: |,"['g1f3', 'e7e6', 'd2d3', 'd7d5', 'e2e4', 'd5e4', 'd3e4', 'd8d1', 'e1d1', 'g8f6', 'f1d3', 'b8c6', 'c1f4', 'e6e5', 'f3e5', 'c6e5', 'f4e5', 'f6g4', 'e5g3', 'f8d6', 'd1e2', 'c8e6', 'h2h3', 'd6g3', 'h1f1', 'e8c8', 'f2g3', 'g4e5', 'b1d2', 'e5g6', 'd2f3', 'h8e8', 'f3g5', 'd8d7', 'g5h7', 'c8d8', 'b2b3', 'd8e7', 'd3b5', 'c7c6', 'b5c4', 'e6c4', 'b3c4', 'c6c5', 'h7g5', 'e7d8', 'g5f7', 'd8c7', 'e2e3']",4r3/ppkr1Np1/6n1/2p5/2P1P3/4K1PP/P1P3P1/R4R2 b - - 2 25,1150.0,1150.0,"{'type': 'cp', 'value': 99}"
stockfish,gpt-3.5-turbo-instruct,1,64.921758308,No valid suggestions: |,"['d2d4', 'g8f6', 'g1f3', 'e7e6', 'c2c4', 'f8b4', 'b1c3', 'e8g8', 'c1g5', 'c7c5', 'e2e4', 'd7d6', 'a2a3', 'b4c3', 'b2c3', 'h7h6', 'e4e5', 'd6e5', 'g5f6', 'd8f6', 'f1e2', 'e5d4', 'c3d4', 'c5d4', 'a1b1', 'b8c6', 'e2d3', 'e6e5', 'd3e4', 'c8f5', 'e4f5', 'f6f5', 'b1b7', 'd4d3', 'e1g1', 'e5e4', 'f3h4', 'f5e5', 'b7b5', 'e5d4', 'h4f5', 'd4c4', 'd1g4', 'g7g6', 'a3a4', 'c6d4', 'f5h6', 'g8h7', 'g4h3', 'd4e2', 'g1h1']",r4r2/p4p1k/6pN/1R6/P1q1p3/3p3Q/4nPPP/5R1K b - - 4 26,1150.0,1150.0,"{'type': 'cp', 'value': -267}"
gpt-3.5-turbo-instruct,stockfish,0,48.83983455099997,"No valid suggestions: |19||1
1","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'c6d4', 'f3d4', 'd8h4', 'd4b5', 'h4e4', 'f1e2', 'e4c6', 'e1g1', 'd7d5', 'c2c4', 'd5c4', 'b1c3', 'a7a6', 'b5a3', 'f8a3', 'b2a3', 'c8e6', 'a3a4', 'g8e7', 'c3e4', 'c6e4', 'a1b1', 'e4b1', 'd1e1', 'b1b6', 'c1a3', 'e7g6', 'h2h4', 'e8c8']",2kr3r/1pp2ppp/pq2b1n1/4p3/P1p4P/B7/P3BPP1/4QRK1 w - - 1 18,1150.0,1150.0,"{'type': 'cp', 'value': -716}"
stockfish,gpt-3.5-turbo-instruct,1,6.938428681999994,No valid suggestions: |,"['g1f3', 'e7e5', 'f3e5']",rnbqkbnr/pppp1ppp/8/4N3/8/8/PPPPPPPP/RNBQKB1R b KQkq - 0 2,1150.0,1150.0,"{'type': 'cp', 'value': 133}"
gpt-3.5-turbo-instruct,stockfish,0,56.36546416600004,"No valid suggestions: |½-½

Black's||25","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'd2d4', 'd5e6', 'f1e2', 'e6b6', 'g1f3', 'e7e6', 'e1g1', 'f8d6', 'c2c4', 'g8f6', 'b1c3', 'e8g8', 'c4c5', 'd6c5', 'd4c5', 'b6a5', 'a2a3', 'b8d7', 'b2b4', 'h7h6', 'b4a5', 'f8d8', 'c1f4', 'b7b6', 'c5c6', 'g7g5', 'f3g5', 'c8a6', 'e2a6', 'd7c5', 'd1e2', 'h6g5', 'f4g5', 'f6d5', 'c3d5', 'e6d5', 'g5d8', 'a8d8', 'e2g4', 'g8f8', 'g4h5', 'c5a6']",3r1k2/p1p2p2/npP5/P2p3Q/8/P7/5PPP/R4RK1 w - - 0 24,1125.0,1125.0,"{'type': 'mate', 'value': 13}"
gpt-3.5-turbo-instruct,stockfish,0,77.35999614800005,No valid suggestions: |,"['e2e4', 'e7e6', 'g1f3', 'g8f6', 'b1c3', 'd7d6', 'd2d4', 'a7a6', 'f1d3', 'h7h6', 'e1g1', 'b8d7', 'f1e1', 'e6e5', 'd4e5', 'd7e5', 'f3e5', 'd6e5', 'c1e3', 'c7c6', 'f2f3', 'd8c7', 'd1e2', 'f8e7', 'e1d1', 'b7b5', 'd1f1', 'c8e6', 'b2b3', 'f6h5', 'g2g3', 'e6h3', 'f1f2', 'h5f6', 'a1d1', 'e7b4', 'c3b1', 'a8d8', 'c2c4', 'c7e7', 'c4b5', 'c6b5', 'a2a4', 'd8c8', 'a4b5', 'a6b5', 'd3b5', 'e8f8', 'b5c4', 'h6h5', 'e3g5', 'e7a7', 'g1h1', 'h5h4', 'g5h4', 'b4c5', 'f2g2', 'a7b6', 'h4f6', 'g7f6', 'b1c3', 'c5d4', 'c3d5', 'h3g2', 'h1g2', 'b6d6']",2r2k1r/5p2/3q1p2/3Np3/2BbP3/1P3PP1/4Q1KP/3R4 w - - 1 34,1125.0,1125.0,"{'type': 'cp', 'value': 264}"
stockfish,gpt-3.5-turbo-instruct,1,37.78315437200001,No valid suggestions: |,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1c4', 'f6e4', 'e1g1', 'e4c3', 'd2c3', 'd7d6', 'f3g5', 'f7f6', 'd1h5', 'g7g6', 'h5h4', 'f8e7', 'g5f7']",r1bqk2r/ppp1bN1p/2np1pp1/4p3/2B4Q/2P5/PPP2PPP/R1B2RK1 b kq - 3 10,1125.0,1125.0,"{'type': 'cp', 'value': 318}"
gpt-3.5-turbo-instruct,stockfish,0,52.514044894999984,No valid suggestions: |21|| Qg8+ Ke7|0-0 1/| Qg1 Kd8|20,"['e2e4', 'e7e6', 'd2d4', 'g8f6', 'b1c3', 'f8b4', 'e4e5', 'b4c3', 'b2c3', 'f6g8', 'd1g4', 'h7h5', 'g4g7', 'c7c6', 'g7h8', 'd8e7', 'h8g8', 'e7f8', 'g8f8', 'e8f8', 'c3c4', 'b7b6', 'g1f3', 'b8a6', 'c1h6', 'f8e8', 'e1c1', 'c8b7', 'f1d3', 'a6b4', 'c1b2', 'a8c8', 'c2c3', 'c6c5', 'c3b4', 'c5d4', 'f3d4', 'b7g2']",2r1k3/p2p1p2/1p2p2B/4P2p/1PPN4/3B4/PK3PbP/3R3R w - - 0 20,1125.0,1125.0,"{'type': 'cp', 'value': 1467}"
stockfish,gpt-3.5-turbo-instruct,1,47.24376676899999,No valid suggestions: || ,"['g1f3', 'g8f6', 'g2g3', 'g7g6', 'a2a3', 'c7c5', 'f1g2', 'f8g7', 'd2d4', 'c5d4', 'e1g1', 'b8c6', 'f3d4', 'e7e5', 'd4b5', 'e8g8', 'b5d6', 'a7a6', 'c1g5', 'd8c7', 'b1c3', 'c6b4', 'a3b4', 'c7b6', 'g5e3', 'b6d6', 'd1d6', 'f8d8', 'd6c7']",r1br2k1/1pQp1pbp/p4np1/4p3/1P6/2N1B1P1/1PP1PPBP/R4RK1 b - - 2 15,1125.0,1125.0,"{'type': 'cp', 'value': 806}"
gpt-3.5-turbo-instruct,stockfish,0,50.506041461999985,"No valid suggestions: | ||
Nxd3 Ng6","['e2e4', 'b7b6', 'd2d4', 'a7a6', 'f1d3', 'e7e6', 'g1f3', 'd7d5', 'e4e5', 'c8b7', 'e1g1', 'h7h6', 'c2c3', 'c7c5', 'b1d2', 'c5c4', 'd3c2', 'g8e7', 'f1e1', 'b8c6', 'd2f1', 'f7f5', 'e5f6', 'g7f6', 'e1e6', 'd8d7', 'e6f6', 'f8g7', 'f6g6', 'h8g8', 'f1d2', 'e8c8', 'c2d3', 'c4d3']",2kr2r1/1b1qn1b1/ppn3Rp/3p4/3P4/2Pp1N2/PP1N1PPP/R1BQ2K1 w - - 0 18,1125.0,1125.0,"{'type': 'cp', 'value': -254}"
gpt-3.5-turbo-instruct,stockfish,0,65.28581337599996,No valid suggestions: |,"['e2e4', 'e7e6', 'g1f3', 'g8f6', 'e4e5', 'f6g8', 'd2d4', 'd7d5', 'b1c3', 'c7c6', 'f1d3', 'c6c5', 'e1g1', 'c5c4', 'd3e2', 'b8c6', 'b2b3', 'c4b3', 'a2b3', 'h7h6', 'c1b2', 'a7a6', 'c3a4', 'b7b5', 'a4c5', 'b5b4', 'c2c4', 'f8c5', 'd4c5', 'a6a5', 'c4d5', 'e6d5', 'f3d4', 'c8d7', 'd4c6', 'd8c7', 'c6d4', 'c7e5', 'd4b5', 'e5b2', 'b5c7', 'e8d8', 'c7a8', 'g8e7', 'a8b6', 'h8e8', 'a1b1', 'b2e5', 'b6d7', 'e5e6', 'd7f6', 'e6e2', 'd1e2', 'd5d4', 'f6d5', 'e7d5', 'e2e8', 'd8e8']",4k3/5pp1/7p/p1Pn4/1p1p4/1P6/5PPP/1R3RK1 w - - 0 30,1125.0,1125.0,"{'type': 'cp', 'value': 607}"
stockfish,gpt-3.5-turbo-instruct,1,51.48018747100002,No valid suggestions: |,"['g1f3', 'g8f6', 'd2d4', 'g7g6', 'h2h3', 'b8c6', 'a2a3', 'f8g7', 'c2c4', 'e7e6', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'b1c3', 'b7b6', 'e1g1', 'c8b7', 'd1c2', 'a7a6', 'c4d5', 'e6d5', 'f1e1', 'f8e8', 'c3e2', 'f6e4', 'e2f4', 'e8e7', 'b2b3', 'c6d4', 'f3d4']",r2q2k1/1bp1rpbp/pp4p1/3p4/3NnN2/PP1BP2P/2Q2PP1/R1B1R1K1 b - - 0 16,1125.0,1125.0,"{'type': 'cp', 'value': 1}"
gpt-3.5-turbo-instruct,stockfish,0,61.676242460000026,No valid suggestions: || ,"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'g8f6', 'e4f6', 'g7f6', 'g1f3', 'b8c6', 'f1b5', 'd8d5', 'd1e2', 'c8d7', 'c2c4', 'd5h5', 'e1g1', 'e8c8', 'd4d5', 'e6d5', 'c4d5', 'c6e7', 'b5d7', 'd8d7', 'c1f4', 'e7d5', 'f4g3', 'f8b4', 'a2a3', 'b4a5', 'b2b4', 'd7e7', 'a1c1', 'e7e2', 'f1d1', 'h8e8', 'h2h3', 'a5b6', 'a3a4', 'c8b8', 'c1c4', 'e8d8', 'a4a5', 'b6e3']",1k1r4/ppp2p1p/5p2/P2n3q/1PR5/4bNBP/4rPP1/3R2K1 w - - 1 24,1125.0,1125.0,"{'type': 'cp', 'value': -525}"
stockfish,gpt-3.5-turbo-instruct,1,20.324723500000005,No valid suggestions: |,"['e2e4', 'e7e5', 'd2d3', 'b8c6', 'c1e3', 'g8f6', 'a2a3', 'd7d5', 'e4d5', 'f6d5', 'e3c1']",r1bqkb1r/ppp2ppp/2n5/3np3/8/P2P4/1PP2PPP/RNBQKBNR b KQkq - 1 6,1125.0,1125.0,"{'type': 'cp', 'value': -143}"
stockfish,gpt-3.5-turbo-instruct,1,2.2644612289999486,No valid suggestions: |1|,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1125.0,1125.0,"{'type': 'cp', 'value': 14}"
gpt-3.5-turbo-instruct,stockfish,1.0,29.869881022000072,,"['e2e4', 'e7e6', 'd2d4', 'g8f6', 'b1c3', 'd7d6', 'f1d3', 'c7c5', 'd4c5', 'b8c6', 'g1f3', 'h7h6', 'e1g1', 'd6c5', 'e4e5', 'f6d7', 'c1f4', 'g7g5', 'f4g3', 'f7f5', 'e5f6', 'g5g4', 'd3g6']",r1bqkb1r/pp1n4/2n1pPBp/2p5/6p1/2N2NB1/PPP2PPP/R2Q1RK1 b kq - 1 12,1125.0,1125.0,
stockfish,gpt-3.5-turbo-instruct,1,2.2893030129999943,No valid suggestions: |1||1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1125.0,1125.0,"{'type': 'cp', 'value': 13}"
stockfish,gpt-3.5-turbo-instruct,1,32.04123121400005,No valid suggestions: |,"['e2e3', 'c7c5', 'f1e2', 'e7e5', 'g1f3', 'b8c6', 'a2a3', 'd7d5', 'd2d4', 'c5d4', 'e1g1', 'e5e4', 'f3d4', 'g8f6', 'c2c4', 'c6d4', 'd1d4', 'c8e6', 'f1d1', 'd5c4', 'd4c3', 'd8c7', 'c1d2', 'e8c8', 'c3c2', 'c8b8', 'd2c3', 'f8d6', 'b1d2']",1k1r3r/ppq2ppp/3bbn2/8/2p1p3/P1B1P3/1PQNBPPP/R2R2K1 b - - 9 15,1125.0,1125.0,"{'type': 'cp', 'value': -155}"
stockfish,gpt-3.5-turbo-instruct,1,32.76688741700002,No valid suggestions: |,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'g1e2', 'c7c5', 'c2c3', 'b8c6', 'c3d4', 'c5d4', 'e2d4', 'f8b4', 'b1c3', 'g8f6', 'd4f5', 'e8g8', 'f5g3', 'd7d5', 'e4d5', 'f6d5', 'd1c2', 'f8e8', 'f1e2', 'c6d4', 'c2d2', 'd4e2', 'g3e2', 'e8e2', 'd2e2']",r1bq2k1/pp3ppp/8/3n4/1b6/2N5/PP2QPPP/R1B1K2R b KQ - 0 15,1125.0,1125.0,"{'type': 'cp', 'value': -566}"
stockfish,gpt-3.5-turbo-instruct,1,82.61919229199998,No valid suggestions: || ,"['g1f3', 'g8f6', 'c2c3', 'c7c5', 'd2d3', 'd7d5', 'h2h3', 'b8c6', 'c1g5', 'e7e5', 'g5f6', 'd8f6', 'd1a4', 'f8d6', 'e2e4', 'e8g8', 'e4d5', 'c6e7', 'a4c4', 'a7a6', 'a2a4', 'b7b5', 'c4a2', 'b5a4', 'f3d2', 'c8b7', 'f1e2', 'e7d5', 'a2a4', 'd5f4', 'e1d1', 'b7g2', 'h1h2', 'g2h3', 'a4e4', 'h3f5', 'e4f3', 'f6g6', 'd1c2', 'd6c7', 'e2f1', 'f8d8', 'd2e4', 'f5g4', 'f3e3', 'f7f5', 'e4d2', 'e5e4', 'h2h7', 'g8h7', 'd3d4', 'f4d5', 'f1g2']",r2r4/2b3pk/p5q1/2pn1p2/3Pp1b1/2P1Q3/1PKN1PB1/RN6 b - - 2 27,1175.0,1175.0,"{'type': 'cp', 'value': -1002}"
gpt-3.5-turbo-instruct,stockfish,0,61.87714066600006,No valid suggestions: ||22,"['e2e4', 'a7a6', 'g1f3', 'g8f6', 'e4e5', 'f6g4', 'd2d4', 'g4h6', 'c1h6', 'g7h6', 'b1c3', 'd7d5', 'e5d6', 'e7d6', 'f1c4', 'c8g4', 'e1g1', 'f8g7', 'f1e1', 'e8f8', 'h2h3', 'g4d7', 'f3h2', 'd8g5', 'd1d2', 'g5d2', 'e1e2', 'd2g5', 'h2f3', 'g5d8', 'a1f1', 'b7b5', 'c4b3', 'c7c5', 'd4c5', 'g7c3', 'c5d6', 'c3f6', 'c2c3', 'b8c6', 'f1e1', 'h8g8']",r2q1kr1/3b1p1p/p1nP1b1p/1p6/8/1BP2N1P/PP2RPP1/4R1K1 w - - 3 22,1175.0,1175.0,"{'type': 'cp', 'value': -752}"
stockfish,gpt-3.5-turbo-instruct,1,10.112359365999964,No valid suggestions: ||0-0 5,"['e2e3', 'g8f6', 'a2a3', 'c7c5', 'g1f3', 'e7e6', 'f1e2']",rnbqkb1r/pp1p1ppp/4pn2/2p5/8/P3PN2/1PPPBPPP/RNBQK2R b KQkq - 1 4,1175.0,1175.0,"{'type': 'cp', 'value': 0}"
gpt-3.5-turbo-instruct,stockfish,0,78.25958085699995,No valid suggestions: ||25,"['e2e4', 'a7a6', 'd2d4', 'd7d6', 'g1f3', 'g8f6', 'f1d3', 'c7c5', 'd4c5', 'e7e5', 'c5d6', 'b8c6', 'e1g1', 'd8d6', 'b1c3', 'c8e6', 'd3e2', 'd6c7', 'c1g5', 'a8d8', 'c3d5', 'e6d5', 'e4d5', 'e5e4', 'f3d2', 'd8d5', 'g5f6', 'f8b4', 'c2c3', 'b4a5', 'f6g7', 'c7f4', 'g7h8', 'e4e3', 'd1b3', 'd5d2', 'a1e1', 'b7b5', 'b3c4', 'b5c4', 'g1h1', 'a5c7', 'g2g3', 'f4f5', 'e2c4', 'c6e5']",4k2B/2b2p1p/p7/4nq2/2B5/2P1p1P1/PP1r1P1P/4RR1K w - - 1 24,1175.0,1175.0,"{'type': 'cp', 'value': -493}"
gpt-3.5-turbo-instruct,stockfish,0,73.94943232599996,No valid suggestions: | |,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'f3e5', 'd5e4', 'f1c4', 'd8d4', 'c4f7', 'e8e7', 'd1h5', 'b8d7', 'f7g8', 'd7e5', 'g8b3', 'e5g4', 'e1g1', 'g7g6', 'h5g5', 'd4f6', 'g5f6', 'g4f6', 'b1c3', 'c8e6', 'f1e1', 'e6f5', 'd2d3', 'a8e8', 'd3e4', 'e7d8', 'c1g5', 'd8d7', 'a1d1', 'f8d6', 'g5f6', 'f5g4', 'f2f3', 'a7a6', 'f6h8', 'g4f3', 'g2f3', 'e8h8', 'h2h4', 'b7b5', 'g1f1', 'd7c8', 'c3d5', 'h8f8', 'd5e7', 'c8b8', 'e7c6', 'b8c8', 'c6d4', 'd6e5', 'd4e6', 'f8f7', 'e6c5', 'f7f3']",2k5/2p4p/p5p1/1pN1b3/4P2P/1B3r2/PPP5/3RRK2 w - - 0 30,1175.0,1175.0,"{'type': 'cp', 'value': 776}"
gpt-3.5-turbo-instruct,stockfish,0,61.706864655000004,No valid suggestions: |,"['e2e4', 'e7e6', 'd2d4', 'g8f6', 'b1c3', 'c7c5', 'g1f3', 'a7a6', 'c1g5', 'd8a5', 'd4d5', 'f6e4', 'f1d3', 'e4d6', 'e1g1', 'c5c4', 'd5e6', 'b8c6', 'e6f7', 'e8f7', 'd3e4', 'f8e7', 'c3d5', 'd6e4', 'd5e7', 'e4g5', 'f3g5', 'a5g5', 'f1e1', 'h8d8', 'e7c6', 'd7c6', 'd1e2', 'b7b5']",r1br4/5kpp/p1p5/1p4q1/2p5/8/PPP1QPPP/R3R1K1 w - - 0 18,1175.0,1175.0,"{'type': 'cp', 'value': -388}"
gpt-3.5-turbo-instruct,stockfish,0,83.81049447200007,No valid suggestions: |,"['e2e4', 'a7a6', 'd2d4', 'd7d6', 'b1c3', 'e7e5', 'g1f3', 'e5d4', 'f3d4', 'g8f6', 'f1d3', 'c7c5', 'd4b3', 'b8c6', 'e1g1', 'f8e7', 'f1e1', 'e8g8', 'c1f4', 'f8e8', 'd1d2', 'b7b5', 'a2a4', 'c6e5', 'a4b5', 'e5d3', 'c2d3', 'a8b8', 'd2c2', 'f6h5', 'f4e3', 'd8b6', 'c3d5', 'b6b5', 'd5c7', 'b5b6', 'c7e8', 'b6b3', 'c2b3', 'b8b3', 'e1c1', 'g8f8', 'e8c7', 'e7d8', 'c7d5', 'f8e8', 'e3c5', 'd8g5', 'c1c2', 'd6c5', 'c2c5', 'c8e6', 'd5c7', 'e8d7', 'c7e6', 'h5f4', 'e6f4', 'b3b5', 'c5b5', 'h7h6']",8/3k1pp1/p6p/1R4b1/4PN2/3P4/1P3PPP/R5K1 w - - 0 31,1175.0,1175.0,"{'type': 'cp', 'value': 1317}"
gpt-3.5-turbo-instruct,stockfish,0,91.35686907699994,No valid suggestions: || ,"['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5e6', 'g1e2', 'g8f6', 'd2d4', 'g7g6', 'g2g3', 'e6c6', 'h1g1', 'c6b6', 'f1g2', 'f8g7', 'h2h3', 'c7c6', 'b2b3', 'b6a5', 'c1b2', 'e8g8', 'd1d2', 'f8d8', 'e1c1', 'e7e5', 'd2e3', 'e5d4', 'e2d4', 'c6c5', 'd4f3', 'b8c6', 'f3e5', 'c6d4', 'g1e1', 'c8f5', 'e5c4', 'a5c7', 'c3e4', 'f6d5', 'e3d2', 'f5e4', 'g2e4', 'b7b5', 'c4e3', 'd5b4', 'a2a3', 'd4c2', 'd2c2', 'b4c2', 'c1c2', 'a8b8', 'b2g7', 'g8g7', 'e3d5', 'c7d6', 'd5c3', 'd6f6']",1r1r4/p4pkp/5qp1/1pp5/4B3/PPN3PP/2K2P2/3RR3 w - - 4 30,1175.0,1175.0,"{'type': 'cp', 'value': -576}"
stockfish,gpt-3.5-turbo-instruct,1,62.42878213999995,No valid suggestions: || ,"['g1f3', 'g8f6', 'd2d4', 'd7d5', 'c1f4', 'c7c5', 'f4b8', 'a8b8', 'e2e3', 'c5d4', 'd1d4', 'e7e6', 'f1b5', 'c8d7', 'b1c3', 'a7a6', 'b5d7', 'd8d7', 'e1c1', 'b8c8', 'f3e5', 'd7c7', 'e5g4', 'f8e7', 'd4a4', 'f6d7', 'd1d2', 'e8g8', 'h1d1']",2r2rk1/1pqnbppp/p3p3/3p4/Q5N1/2N1P3/PPPR1PPP/2KR4 b - - 11 15,1175.0,1175.0,"{'type': 'cp', 'value': -468}"
stockfish,gpt-3.5-turbo-instruct,1,39.705406961999984,No valid suggestions: |,"['d2d4', 'e7e5', 'd4e5', 'b8c6', 'c1f4', 'g7g5', 'f4c1', 'c6e5', 'g1f3', 'e5f3', 'e2f3', 'f8c5', 'b1c3', 'g8f6', 'd1e2', 'd8e7', 'c1g5']",r1b1k2r/ppppqp1p/5n2/2b3B1/8/2N2P2/PPP1QPPP/R3KB1R b KQkq - 0 9,1175.0,1175.0,"{'type': 'cp', 'value': 232}"
stockfish,gpt-3.5-turbo-instruct,1,53.80572681800004,No valid suggestions: ||½-½,"['g1f3', 'g8f6', 'd2d4', 'd7d5', 'e2e3', 'c7c5', 'f1b5', 'b8c6', 'a2a3', 'c5d4', 'b5c6', 'b7c6', 'c2c4', 'd4c3', 'd1a4', 'c8d7', 'f3e5', 'e7e6', 'b2c3', 'f8e7', 'c3c4', 'e8g8', 'e5d7', 'd8d7', 'b1d2', 'd5d4', 'd2f3', 'd4e3', 'e1g1', 'e3e2', 'f3e5', 'd7d4', 'e5c6']",r4rk1/p3bppp/2N1pn2/8/Q1Pq4/P7/4pPPP/R1B2RK1 b - - 0 17,1175.0,1175.0,"{'type': 'cp', 'value': -788}"
gpt-3.5-turbo-instruct,stockfish,0.0,47.95012727099993,,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'f3e5', 'd5e4', 'd2d4', 'b8c6', 'f1b5', 'g8e7', 'e1g1', 'c8e6', 'b1c3', 'd8d6', 'b5c6', 'e7c6', 'c3e4', 'd6d4', 'e5c6', 'd4d5', 'd1d5', 'e6d5', 'c6d4', 'd5e4', 'f1e1', 'e8c8', 'e1e4', 'f7f5', 'e4f4', 'f8c5', 'd4f3', 'd8d1', 'f3e1', 'd1e1']",2k4r/ppp3pp/8/2b2p2/5R2/8/PPP2PPP/R1B1r1K1 w - - 0 18,1175.0,1175.0,
stockfish,gpt-3.5-turbo-instruct,1,12.372943304999808,No valid suggestions: ||3,"['d2d4', 'g8f6', 'g1f3', 'b8c6', 'a2a3']",r1bqkb1r/pppppppp/2n2n2/8/3P4/P4N2/1PP1PPPP/RNBQKB1R b KQkq - 0 3,1175.0,1175.0,"{'type': 'cp', 'value': 35}"
gpt-3.5-turbo-instruct,stockfish,0,70.78640201200005,No valid suggestions: ||34,"['e2e4', 'a7a6', 'd2d4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8b4', 'f1d3', 'd5e4', 'd3e4', 'g8f6', 'e4d3', 'c7c5', 'e1g1', 'b4c3', 'b2c3', 'e8g8', 'f1e1', 'b8d7', 'c1g5', 'h7h6', 'g5h4', 'b7b5', 'a2a4', 'b5a4', 'f3e5', 'd8c7', 'a1a4', 'a6a5', 'e5d7', 'c7d7', 'h4f6', 'g7f6', 'd1h5', 'd7a4', 'h5g4', 'g8h8', 'g4e4', 'f6f5', 'e4a8', 'c5c4', 'd3f1', 'a4c2', 'a8a5', 'c2d2', 'e1e3', 'c8b7', 'a5e5', 'h8g8', 'e5f6', 'g8h7', 'f6e7', 'f5f4', 'e7f8', 'f4e3', 'f8f7', 'h7h8', 'f7f8', 'h8h7', 'f8e7', 'h7g6', 'e7e6', 'g6g5']",8/1b6/4Q2p/6k1/2pP4/2P1p3/3q1PPP/5BK1 w - - 1 33,1175.0,1175.0,"{'type': 'mate', 'value': 4}"
gpt-3.5-turbo-instruct,stockfish,0,72.81909803600001,"No valid suggestions: |31||29|30
    

The game ended in","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'f8b4', 'c3d5', 'g8f6', 'c2c3', 'b4e7', 'd1c2', 'f6d5', 'e4d5', 'c6b8', 'f3e5', 'e7f6', 'd2d4', 'd7d6', 'e5f3', 'd8e7', 'c1e3', 'b8d7', 'f1b5', 'e8g8', 'e1g1', 'a7a6', 'b5d3', 'g8h8', 'c3c4', 'g7g6', 'a1e1', 'e7d8', 'e3d2', 'h8g8', 'd2c3', 'b7b5', 'c4b5', 'd7b6', 'b5a6', 'g8g7', 'a2a4', 'b6d5', 'c3d2', 'f8e8', 'd3b5', 'e8e1', 'f1e1', 'h7h5', 'c2d3', 'a8a7', 'd3c4', 'c7c6', 'b5c6', 'd5b6', 'c4b5', 'c8a6', 'b5a5', 'd8c7', 'c6b5', 'f6d8', 'a5b4', 'b6d5', 'b4b3', 'a6b5']",3b4/r1q2pk1/3p2p1/1b1n3p/P2P4/1Q3N2/1P1B1PPP/4R1K1 w - - 0 33,1175.0,1175.0,"{'type': 'cp', 'value': 296}"
stockfish,gpt-3.5-turbo-instruct,1,69.76961828900016,No valid suggestions: |,"['d2d4', 'd7d5', 'e2e3', 'g8f6', 'f1d3', 'g7g6', 'g1f3', 'f8g7', 'c2c4', 'e8g8', 'b2b3', 'b8d7', 'b1c3', 'c7c5', 'c4d5', 'c5d4', 'f3d4', 'd8a5', 'c1d2', 'f6d5', 'a1c1', 'd5c3', 'd2c3', 'a5g5', 'e1g1', 'd7c5', 'd4f3', 'g5h5', 'c3g7', 'g8g7', 'd3b1']",r1b2r2/pp2ppkp/6p1/2n4q/8/1P2PN2/P4PPP/1BRQ1RK1 b - - 1 16,1200.0,1200.0,"{'type': 'cp', 'value': 39}"
